,f1-score,precision,recall,support,roc,accuracy
N,0.3793103448275862,0.4925373134328358,0.308411214953271,107.0,0.33953528251736265,0.6676923076923077
S,0.773109243697479,0.7131782945736435,0.8440366972477065,218.0,0.6604647174826375,0.6676923076923077
micro avg,0.6676923076923077,0.6676923076923077,0.6676923076923077,325.0,0.5052516505187344,0.6676923076923077
macro avg,0.5762097942625326,0.6028578040032396,0.5762239561004887,325.0,0.5052516505187344,0.6676923076923077
weighted avg,0.6434585293003142,0.6405364946288237,0.6676923076923077,325.0,0.5052516505187344,0.6676923076923077
