,f1-score,precision,recall,support,roc,accuracy
10s,0.21807895075221806,0.4149404664818137,0.14790697674418604,17200.0,0.6177809667221386,0.6045646661031276
20s,0.34005231834613076,0.6213532159762398,0.2340792540792541,85800.0,0.6454414958218173,0.6045646661031276
30s,0.725928873294629,0.6076933170490446,0.9012874251497006,133600.0,0.6377331138451252,0.6045646661031276
micro avg,0.6045646661031276,0.6045646661031276,0.6045646661031276,236600.0,0.6336537748020951,0.6045646661031276
macro avg,0.4280200474643259,0.5479956665023661,0.42775788532438025,236600.0,0.6336537748020951,0.6045646661031276
weighted avg,0.5490766878241699,0.5986344425697419,0.6045646661031276,236600.0,0.6336537748020951,0.6045646661031276
