,f1-score,precision,recall,support,roc,accuracy
no,0.7671568627450979,0.7347417840375586,0.8025641025641026,390.0,0.22733411626541394,0.7085889570552147
yes,0.6106557377049181,0.6592920353982301,0.5687022900763359,262.0,0.7726658837345859,0.7085889570552147
micro avg,0.7085889570552146,0.7085889570552147,0.7085889570552147,652.0,0.5020307300841651,0.7085889570552147
macro avg,0.688906300225008,0.6970169097178944,0.6856331963202192,652.0,0.5020307300841651,0.7085889570552147
weighted avg,0.7042683738485839,0.7044230200137793,0.7085889570552147,652.0,0.5020307300841651,0.7085889570552147
