,f1-score,precision,recall,support,roc,accuracy
Básico + Superior incompleto,0.47470817120622566,0.45864661654135336,0.49193548387096775,124.0,0.5958513882201893,0.39692307692307693
Pós-graduação andamento ou completo,0.3943661971830986,0.3853211009174312,0.40384615384615385,104.0,0.5622607030978072,0.39692307692307693
Superior completo,0.28888888888888886,0.3132530120481928,0.26804123711340205,97.0,0.522608066558148,0.39692307692307693
micro avg,0.39692307692307693,0.39692307692307693,0.39692307692307693,325.0,0.5624894476660918,0.39692307692307693
macro avg,0.38598775242607103,0.3857402431689924,0.3879409582768412,325.0,0.5624894476660918,0.39692307692307693
weighted avg,0.3935388306425737,0.3917880526622011,0.39692307692307693,325.0,0.5624894476660918,0.39692307692307693
