,f1-score,precision,recall,support,accuracy
no,0.5092838196286472,0.6713286713286714,0.41025641025641024,234.0,0.6047008547008547
yes,0.669051878354204,0.5753846153846154,0.7991452991452992,234.0,0.6047008547008547
micro avg,0.6047008547008547,0.6047008547008547,0.6047008547008547,468.0,0.6047008547008547
macro avg,0.5891678489914256,0.6233566433566433,0.6047008547008548,468.0,0.6047008547008547
weighted avg,0.5891678489914256,0.6233566433566434,0.6047008547008547,468.0,0.6047008547008547
