,f1-score,precision,recall,support,roc,accuracy
Básico + Superior incompleto,0.4883720930232558,0.4701492537313433,0.5080645161290323,124.0,0.6242176215695714,0.40307692307692305
Pós-graduação andamento ou completo,0.4230769230769231,0.4230769230769231,0.4230769230769231,104.0,0.5977201531500174,0.40307692307692305
Superior completo,0.2608695652173913,0.27586206896551724,0.24742268041237114,97.0,0.5038433713148851,0.40307692307692305
micro avg,0.40307692307692305,0.40307692307692305,0.40307692307692305,325.0,0.5774249676355447,0.40307692307692305
macro avg,0.3907728604391901,0.3896960819245945,0.39285470653944216,325.0,0.5774249676355447,0.40307692307692305
weighted avg,0.39957688418760207,0.3970988558533592,0.40307692307692305,325.0,0.5774249676355447,0.40307692307692305
