,f1-score,precision,recall,support,roc,accuracy
p12,0.6194690265486725,0.6140350877192983,0.625,112.0,0.7632461435278337,0.5415384615384615
p3,0.5375494071146245,0.5151515151515151,0.5619834710743802,121.0,0.668732782369146,0.5415384615384615
p45,0.4444444444444445,0.4810126582278481,0.41304347826086957,92.0,0.6860888225415189,0.5415384615384615
micro avg,0.5415384615384615,0.5415384615384615,0.5415384615384615,325.0,0.708402585651863,0.5415384615384615
macro avg,0.5338209593692472,0.5367330870328871,0.5333423164450832,325.0,0.708402585651863,0.5415384615384615
weighted avg,0.5394243019175685,0.53956439296879,0.5415384615384615,325.0,0.708402585651863,0.5415384615384615
