,f1-score,precision,recall,support,roc,accuracy
female,0.41597702990502294,0.6974754809318241,0.29636517328825024,118300.0,0.37299973043732393,0.5839095519864751
male,0.6768340921699225,0.5532729038871268,0.8714539306846999,118300.0,0.627000475137711,0.5839095519864751
micro avg,0.5839095519864751,0.5839095519864751,0.5839095519864751,236600.0,0.500002254733692,0.5839095519864751
macro avg,0.5464055610374727,0.6253741924094754,0.5839095519864751,236600.0,0.500002254733692,0.5839095519864751
weighted avg,0.5464055610374727,0.6253741924094754,0.5839095519864751,236600.0,0.500002254733692,0.5839095519864751
