,f1-score,precision,recall,support,accuracy
no,0.7613219094247247,0.7283372365339579,0.7974358974358975,390.0,0.700920245398773
yes,0.5995893223819301,0.6488888888888888,0.5572519083969466,262.0,0.700920245398773
micro avg,0.700920245398773,0.700920245398773,0.700920245398773,652.0,0.700920245398773
macro avg,0.6804556159033274,0.6886130627114233,0.6773439029164221,652.0,0.700920245398773
weighted avg,0.6963312072694913,0.6964116735232094,0.700920245398773,652.0,0.700920245398773
