,f1-score,precision,recall,support,roc,accuracy
p12,0.5991561181434599,0.568,0.6339285714285714,112.0,0.7420355466130115,0.5107692307692308
p3,0.5145228215767634,0.5166666666666667,0.512396694214876,121.0,0.6406579160589856,0.5107692307692308
p45,0.3837209302325581,0.4125,0.358695652173913,92.0,0.663509983205822,0.5107692307692308
micro avg,0.5107692307692308,0.5107692307692308,0.5107692307692308,325.0,0.684522893538152,0.5107692307692308
macro avg,0.4991332899842605,0.4990555555555556,0.5016736392724535,325.0,0.684522893538152,0.5107692307692308
weighted avg,0.5066617606900038,0.5048697435897436,0.5107692307692308,325.0,0.684522893538152,0.5107692307692308
