,f1-score,precision,recall,support,accuracy
macro avg,0.5967909286296599,0.6087950406819063,0.6025641025641025,468.0,0.6025641025641025
micro avg,0.6025641025641025,0.6025641025641025,0.6025641025641025,468.0,0.6025641025641025
no,0.6450381679389313,0.5827586206896552,0.7222222222222222,234.0,0.6025641025641025
weighted avg,0.5967909286296599,0.6087950406819063,0.6025641025641025,468.0,0.6025641025641025
yes,0.5485436893203884,0.6348314606741573,0.4829059829059829,234.0,0.6025641025641025
