,f1-score,precision,recall,support,roc,accuracy
Feminino,0.011499901710241794,0.46153846153846156,0.005822488740700192,40189.0,0.49663899281766766,0.5872654334287503
Masculino,0.7391823026750866,0.5879228547854786,0.9952337721289151,57278.0,0.5033610071823325,0.5872654334287503
micro avg,0.5872654334287503,0.5872654334287503,0.5872654334287503,97467.0,0.5000023474708248,0.5872654334287503
macro avg,0.3753411021926642,0.5247306581619701,0.5005281304348076,97467.0,0.5000023474708248,0.5872654334287503
weighted avg,0.43913379382207834,0.5358102178908951,0.5872654334287503,97467.0,0.5000023474708248,0.5872654334287503
