,f1-score,precision,recall,support,roc,accuracy
a18-20,0.6209150326797386,0.6129032258064516,0.6291390728476821,151.0,0.7769829634497751,0.576271186440678
a23-25,0.5276872964169381,0.5126582278481012,0.5436241610738255,149.0,0.6821232458816352,0.576271186440678
a28-61,0.5821596244131455,0.62,0.5486725663716814,113.0,0.832212389380531,0.576271186440678
micro avg,0.576271186440678,0.576271186440678,0.576271186440678,413.0,0.7655268270824319,0.576271186440678
macro avg,0.5769206511699407,0.581853817884851,0.5738119334310631,413.0,0.7655268270824319,0.576271186440678
weighted avg,0.5766770330737282,0.5786790872787925,0.576271186440678,413.0,0.7655268270824319,0.576271186440678
