,f1-score,precision,recall,support,roc,accuracy
r12,0.6851851851851851,0.5758754863813229,0.8457142857142858,175.0,0.6857142857142857,0.5482954545454546
r3,0.042105263157894736,0.125,0.02531645569620253,79.0,0.5360968145778272,0.5482954545454546
r45,0.4858757062146893,0.5443037974683544,0.4387755102040816,98.0,0.701148963522417,0.5482954545454546
micro avg,0.5482954545454546,0.5482954545454546,0.5482954545454546,352.0,0.6432920607674816,0.5482954545454546
macro avg,0.4043887181859231,0.4150597612832258,0.43660208387152327,352.0,0.6432920607674816,0.5482954545454546
weighted avg,0.4853680181986382,0.46589483599042686,0.5482954545454546,352.0,0.6432920607674816,0.5482954545454546
