,f1-score,precision,recall,support,roc,accuracy
Básico + Superior incompleto,0.4728682170542636,0.4552238805970149,0.49193548387096775,124.0,0.6131439576311989,0.40307692307692305
Pós-graduação andamento ou completo,0.4112149532710281,0.4,0.4230769230769231,104.0,0.6012008353637314,0.40307692307692305
Superior completo,0.2921348314606741,0.32098765432098764,0.26804123711340205,97.0,0.49127328630855494,0.40307692307692305
micro avg,0.40307692307692305,0.40307692307692305,0.40307692307692305,325.0,0.5708953323102434,0.40307692307692305
macro avg,0.39207266726198853,0.3920705116393342,0.3943512146870976,325.0,0.5708953323102434,0.40307692307692305
weighted avg,0.39919720832800304,0.3974878881943558,0.40307692307692305,325.0,0.5708953323102434,0.40307692307692305
