,f1-score,precision,recall,support,roc,accuracy
N,0.35294117647058826,0.47619047619047616,0.2803738317757009,107.0,0.34206464888965105,0.6615384615384615
S,0.7708333333333333,0.7061068702290076,0.8486238532110092,218.0,0.657935351110349,0.6615384615384615
micro avg,0.6615384615384615,0.6615384615384615,0.6615384615384615,325.0,0.5051016033610564,0.6615384615384615
macro avg,0.5618872549019608,0.591148673209742,0.564498842493355,325.0,0.5051016033610564,0.6615384615384615
weighted avg,0.6332503770739065,0.6304113189609372,0.6615384615384615,325.0,0.5051016033610564,0.6615384615384615
