,f1-score,precision,recall,support,roc,accuracy
female,0.6264950966498497,0.554874987448539,0.7193439208539443,7682.0,0.4052753766970818,0.5736930641821946
male,0.5035038806420014,0.6077860651264326,0.4297658862876254,7774.0,0.5947248744756101,0.5736930641821946
micro avg,0.5736930641821946,0.5736930641821946,0.5736930641821946,15456.0,0.5000708809336283,0.5736930641821946
macro avg,0.5649994886459255,0.5813305262874858,0.5745549035707849,15456.0,0.5000708809336283,0.5736930641821946
weighted avg,0.5646334433601878,0.5814879997329557,0.5736930641821946,15456.0,0.5000708809336283,0.5736930641821946
