,f1-score,precision,recall,support,roc,accuracy
female,0.7409489735071131,0.7194673063402126,0.7637529086359046,22777.0,0.19299668229676037,0.7329762479694428
macro avg,0.732723082513658,0.7338623081408666,0.7329762479694428,45554.0,0.807003314811906,0.7329762479694428
male,0.724497191520203,0.7482573099415205,0.702199587302981,22777.0,0.5000286208302291,0.7329762479694428
micro avg,0.7329762479694428,0.7329762479694428,0.7329762479694428,45554.0,0.5000286208302291,0.7329762479694428
weighted avg,0.732723082513658,0.7338623081408666,0.7329762479694428,45554.0,0.5000286208302291,0.7329762479694428
