v,tunning,n,dataset,task,params,acc,f1,cm,lang,embeddings

_grid,embedding_dim,1.0,brmoral,gender,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 2}",0.7217391304347827,0.7191697191697193,"[[144  86]









 [ 42 188]]",pt,LILC-fasttext-100dim

_grid,embedding_dim,2.0,brmoral,gender,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 2}",0.6869565217391305,0.6818993833919207,"[[129 101]









 [ 43 187]]",pt,LILC-fasttext-100dim

_grid,embedding_dim,0.0,brmoral,age,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 10, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3963254593175853,0.3877010101692059,"[[33 46 48]








 [36 46 45]








 [33 22 72]]",pt,LILC-fasttext-100dim

_grid,embedding_dim,1.0,brmoral,age,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.4041994750656168,0.4058221255754881,"[[56 46 25]








 [55 48 24]








 [39 38 50]]",pt,LILC-fasttext-100dim

_grid,embedding_dim,2.0,brmoral,age,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.4068241469816273,0.40793379083455417,"[[57 46 24]








 [49 51 27]








 [29 51 47]]",pt,LILC-fasttext-100dim

_grid,embedding_dim,3.0,brmoral,age,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.4199475065616798,0.4126159991590455,"[[66 30 31]








 [65 32 30]








 [44 21 62]]",pt,LILC-fasttext-100dim

_grid,embedding_dim,0.0,brmoral,age,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3989501312335958,0.37885903456110537,"[[61 23 43]







 [57 21 49]







 [38 19 70]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,0.0,brmoral,gender,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.7130434782608696,0.7130434782608696,"[[164  66]






 [ 66 164]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,1.0,brmoral,gender,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 2}",0.6978260869565217,0.6960665478312538,"[[178  52]






 [ 87 143]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,2.0,brmoral,gender,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 2}",0.6891304347826087,0.6752807602122671,"[[111 119]






 [ 24 206]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,3.0,brmoral,gender,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 2}",0.6739130434782609,0.6736909806295399,"[[149  81]






 [ 69 161]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,0.0,brmoral,age,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3832020997375328,0.3703099386320863,"[[24 66 37]






 [30 54 43]






 [ 8 51 68]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,0.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3587962962962963,0.3403532947141969,"[[44 25 75]





 [30 26 88]





 [29 30 85]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,1.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3587962962962963,0.34593780624805803,"[[66 21 57]





 [60 26 58]





 [51 30 63]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,2.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.34953703703703703,0.3425760554957032,"[[40 68 36]





 [30 73 41]





 [23 83 38]]",pt,LILC-fasttext-100dim

_grid,test2 embeddings,3.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [2, 2], 'n_classes': 3}",0.3819444444444444,0.37549028845706295,"[[50 68 26]





 [30 76 38]





 [35 70 39]]",pt,LILC-fasttext-100dim

_grid,create_cnn,0.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.3611111111111111,0.34816580361249605,"[[27 62 55]




 [14 71 59]




 [20 66 58]]",pt,LILC-fasttext-100dim

_grid,create_cnn,1.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.3402777777777778,0.28457106180987096,"[[ 4 73 67]




 [ 0 72 72]




 [ 1 72 71]]",pt,LILC-fasttext-100dim

_grid,create_cnn,2.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.33796296296296297,0.3088321736091253,"[[85 20 39]




 [85 17 42]




 [86 14 44]]",pt,LILC-fasttext-100dim

_grid,create_cnn,3.0,brmoral,religion,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 3}",0.3449074074074074,0.22340263149861087,"[[ 16   0 128]




 [ 12   0 132]




 [ 11   0 133]]",pt,LILC-fasttext-100dim

_grid,create_cnn,0.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 100, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6217948717948718,0.6182655219609308,"[[123 111]



 [ 66 168]]",pt,LILC-fasttext-100dim

_grid,create_cnn,1.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6773504273504274,0.6737742529648283,"[[134 100]



 [ 51 183]]",pt,LILC-fasttext-100dim

_grid,create_cnn,2.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6474358974358975,0.6428554910621371,"[[125 109]



 [ 56 178]]",pt,LILC-fasttext-100dim

_grid,create_cnn,3.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 1000, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6346153846153846,0.6327895932273384,"[[132 102]



 [ 69 165]]",pt,LILC-fasttext-100dim

_grid,nilc,0.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 50, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.5897435897435898,0.5773948378358039,"[[ 98 136]


 [ 56 178]]",pt,trained-fasttext-100dim

_grid,nilc,0.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 50, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6153846153846154,0.6125542718375157,"[[124 110]

 [ 70 164]]",pt,trained-fasttext-100dim

_grid,nilc,1.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 300, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6388888888888888,0.6388476659710776,"[[152  82]

 [ 87 147]]",pt,trained-fasttext-100dim

_grid,nilc,2.0,brmoral,it,"{'features_maps': [50, 50], 'kernel_size': [7, 8], 'strides': [1], 'dropout_rate': 0.2, 'epochs': 100, 'batch_size': 8, 'embedding_dim': 600, 'max_seq_length': 302, 'max_num_words': 500, 'dense_units': [512], 'optimizer': None, 'pool_size': [1, 1], 'n_classes': 2}",0.6047008547008547,0.5891678489914256,"[[ 96 138]

 [ 47 187]]",pt,trained-fasttext-100dim

