,f1-score,precision,recall,support,accuracy
f,0.6664316455882137,0.5043688996598261,0.9819496147519695,23102.0,0.5085057570773093
m,0.06658720046035596,0.6601466992665037,0.03506189940264912,23102.0,0.5085057570773093
micro avg,0.5085057570773093,0.5085057570773093,0.5085057570773093,46204.0,0.5085057570773093
macro avg,0.3665094230242848,0.5822577994631649,0.5085057570773093,46204.0,0.5085057570773093
weighted avg,0.3665094230242848,0.5822577994631649,0.5085057570773093,46204.0,0.5085057570773093
