,f1-score,precision,recall,support,roc,accuracy
female,0.879074658254469,0.8600823045267489,0.8989247311827957,465.0,0.05318071453347209,0.8763440860215054
male,0.8734873487348733,0.8941441441441441,0.853763440860215,465.0,0.9468192854665279,0.8763440860215054
micro avg,0.8763440860215054,0.8763440860215054,0.8763440860215054,930.0,0.5015215631864955,0.8763440860215054
macro avg,0.8762810034946711,0.8771132243354465,0.8763440860215054,930.0,0.5015215631864955,0.8763440860215054
weighted avg,0.8762810034946712,0.8771132243354466,0.8763440860215054,930.0,0.5015215631864955,0.8763440860215054
