,f1-score,precision,recall,support,roc,accuracy
r12,0.6267605633802817,0.5894039735099338,0.6691729323308271,133.0,0.5752895752895754,0.5081967213114754
r3,0.38857142857142857,0.4,0.37777777777777777,90.0,0.5429292929292929,0.5081967213114754
r45,0.06896551724137931,0.125,0.047619047619047616,21.0,0.63634422378817,0.5081967213114754
micro avg,0.5081967213114754,0.5081967213114754,0.5081967213114754,244.0,0.58824564174177,0.5081967213114754
macro avg,0.3614325030643632,0.3714679911699779,0.3648565859092175,244.0,0.58824564174177,0.5081967213114754
weighted avg,0.4908969646027664,0.47957265769189017,0.5081967213114754,244.0,0.58824564174177,0.5081967213114754
