,f1-score,precision,recall,support,roc,accuracy
p12,0.6106194690265486,0.6052631578947368,0.6160714285714286,112.0,0.7685697518443997,0.5384615384615384
p3,0.5503875968992249,0.5182481751824818,0.5867768595041323,121.0,0.6653297682709448,0.5384615384615384
p45,0.4216867469879519,0.47297297297297297,0.3804347826086957,92.0,0.689774211606643,0.5384615384615384
micro avg,0.5384615384615384,0.5384615384615384,0.5384615384615384,325.0,0.7102513486885912,0.5384615384615384
macro avg,0.5275646043045751,0.5321614353500639,0.5277610235614189,325.0,0.7102513486885912,0.5384615384615384
weighted avg,0.5347121860882192,0.5354185119840134,0.5384615384615384,325.0,0.7102513486885912,0.5384615384615384
