,f1-score,precision,recall,support,roc,accuracy
10s,0.5086049066276089,0.6400921658986175,0.42193195625759417,6584.0,0.6825770484771668,0.5163050539171106
20s,0.5883464195052835,0.47638623326959845,0.769100169779287,6479.0,0.6166964982946328,0.5163050539171106
30s,0.12786324786324788,0.3148148148148148,0.08022308022308022,2331.0,0.6223529552014586,0.5163050539171106
micro avg,0.5163050539171106,0.5163050539171106,0.5163050539171106,15394.0,0.6405877480564195,0.5163050539171106
macro avg,0.4082715246653801,0.4770977379943436,0.4237517354199872,15394.0,0.6405877480564195,0.5163050539171106
weighted avg,0.48451347200078865,0.5219375444305288,0.5163050539171106,15394.0,0.6405877480564195,0.5163050539171106
