,f1-score,precision,recall,support,roc,accuracy
Feminino,0.7240280433397068,0.7791495198902606,0.6761904761904762,840.0,0.14888099075246536,0.7919269581931764
Masculino,0.8330119552641728,0.7988165680473372,0.8702659145850121,1241.0,0.8511190092475347,0.7919269581931764
micro avg,0.7919269581931763,0.7919269581931764,0.7919269581931764,2081.0,0.5007487241471931,0.7919269581931764
macro avg,0.7785199993019398,0.7889830439687989,0.7732281953877442,2081.0,0.5007487241471931,0.7919269581931764
weighted avg,0.7890203714023029,0.7908779229478926,0.7919269581931764,2081.0,0.5007487241471931,0.7919269581931764
